iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,nkill,location,summary
1998,12,26,United States,Oregon (U.S. State),Medford,42.32356,-122.875614,0,"at the U.S. Forest Industries office at 2611 Whittle Ave in Medford, OR","12/26/1998: In a fax received by The Associated Press, members of the Earth Liberation Front (ELF) claimed responsibility for setting fire to the U.S. Forest Industries headquarters office in Medford, Oregon in the United States, causing about $990,220 in damage.  The arson was caused by an incendiary, composed of two five-gallon buckets filled with a fuel mixture and timing devices, which was placed in front of the building behind some bushes. There were no casualties in the incident.  The communiqu?sent to AP and also published in an Internet news release from the Animal Liberation Frontline Information Service, stated that the act was performed as retaliation for the forests and animals lost to ""feed the wallets of greedy"" corporations. The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period."
1999,3,13,United States,North Carolina (U.S. State),Asheville,35.59846,-82.553144,0,,"03/13/1999: The Femcare Clinic in Asheville, North Carolina, U.S.A., was the target of a suspected bomb attack. The bomb, which failed to fully explode, could have caused significant damage. The abortion clinic was closed at the time of the attack. No one claimed responsibility for this incident."
1999,3,16,United States,New Mexico (U.S. State),Albuquerque,35.08418,-106.648639,0,Fire ignited at front and back doors,"3/16/1999: Ricky Lee McDonald ignited a fire at the Planned Parenthood of New Mexico clinic in Albuquerque, New Mexico, United States.  There were no casualties, but the abortion clinic sustained $3,000 in damages."
1999,3,19,United States,New Mexico (U.S. State),Santa Fe,35.691543,-105.937406,0,,"03/19/1999: A pipe bomb was left in the mailbox of the Forest Guardians, an environmentalist group, in Santa Fe, New Mexico, U.S.A.. The pipe bomb was 10 inches long, had a cigarette fuse and was disarmed by the bomb squad. The Forest Guardians had been threatened previously for their pro-environment agenda. The perpetrators were unknown."
1999,3,26,United States,District of Columbia,Washington,38.89037,-77.031959,0,,"3/26/1999: Frank Darwin Alexander sent a mail bomb to the White House addressed to Bill Clinton.  The device detonated in inside a truck trailer at the Washington D.C., United States bulk mail center.  There were no casualties but three containers of mail were damaged."
1999,3,27,United States,New Jersey (U.S. State),Franklin Township,40.493889,-74.516944,0,"at the Big Apple Circus in Colonial Park in Franklin Township, NJ","03/27/1999: Two tractor-trailer trucks of the Big Apple Circus were destroyed, and a flatbed truck sustained damage in a firebombing targeting the circus being held at Colonial Park in Franklin Township in Somerset County, New Jersey, United States.  An additional incendiary device, which had failed to function, was discovered in the cab of a backhoe that was parked behind the destroyed vehicles.  In a statement sent to The Record, the Animal Liberation Front (ALF) claimed responsibility for using gallon containers filled with gasoline and topped with candles to set fire to the trucks, claiming they targeted the circus ""to draw attention to""enslaved""and""exploited"" performers.""  There were no casualties, nor injuries to animals in the incident.  The property damage was estimated at $70,000."
1999,3,28,United States,Texas (U.S. State),San Antonio,29.42449,-98.494624,0,,"3/28/1999: Frank Darwin Alexander sent a mail bomb addressed to John Hagee, a preacher with Cornerstone Ministries, in San Antonio.  The device detonated at the Dallas, Texas, United States bulk mail center.  There were no casualties but machinery and equipment at the facility were slightly damaged."
1999,3,28,United States,Wisconsin (U.S. State),Milwaukee,43.04181,-87.906844,0,Fire ignited at the rear door of the facility,"3/28/1999: Peter Quinn ignited a fire at the Summit Women's Health Organization in Milwaukee, Wisconsin, United States.  The clinic sustained minor damages.  There were no casualties."
1999,3,29,United States,Nevada (U.S. State),Las Vegas,36.171915,-115.139974,0,,"3/29/1999: Frank Darwin Alexander sent a mail bomb addressed to the Bureau of Alcohol, Tobacco and Firearms office in Las Vegas, Nevada, United States.  Alexander notified authorities that the bomb was located at the Las Vegas Greyhound bus station and the device was subsequently removed."
1999,3,29,United States,Idaho (U.S. State),Sioux Falls,43.549975,-96.700327,0,Bush in front of clinic,"3/29/1999: Martin Uphoff set a bush on fire that was located in front of the Planned Parenthood of Sioux Fall, South Dakota, United States.  The fire did not spread to the abortion clinic but caused $100 in damages to the bush."
1999,3,31,United States,Wisconsin (U.S. State),Waukesha,43.014423,-88.235513,0,Fire ignited near window,"3/31/1999: Peter Quinn broke into the Planned Parenthood clinic in Waukesha, Wisconsin, United States, through a window and ignited a fire.  There were no casualties, but the fire caused $400 in damages to the health care facility."
1999,4,10,United States,Colorado (U.S. State),Colorado Springs,38.83345,-104.821814,0,1259 Lake Plaza Drive,"4/10/1999: Unknown perpetrators set fire to the Internal Revenue Service Building in Colorado Springs, Colorado, United States.  The buildings sustained heavy damages and one firefighter was injured fighting the blaze."
1999,4,20,United States,Colorado (U.S. State),Littleton,39.616905,-105.014519,15,Near Littleton in unincorporated Jefferson County,"04/20/1999: Two armed high school students opened fire in Columbine High School, killing 12 students and one teacher, and wounding 24 before committing suicide. The school is located in Littleton, Colorado, U.S.A."
1999,5,0,United States,Washington (U.S. State),Cle Elum,47.19504,-120.939419,0,"at chip mill in Cle Elum, WA","05/00/1999: Unknown perpetrators set fire to a log loader at a chip mill near Cle Elum, Washington in the United States.  There were no casualties reported in the incident, but the loader was destroyed, costing the mill $65,000."
1999,5,1,United States,New Mexico (U.S. State),Albuquerque,35.08418,-106.648639,0,Fire ignited at front door,"5/1/1999: Ricky Lee McDonald ignited a fire at the Planned Parenthood of New Mexico clinic in Albuquerque, New Mexico, United States.  There were no casualties, but the abortion clinic sustained $5,000 in damages."
1999,5,9,United States,Oregon (U.S. State),Eugene,44.04992,-123.088544,0,"at Childers Meat Company at 29476 Airport Road in Eugene, OR","05/09/1999: Six members of the Animal and Earth Liberations Fronts (ALF and ELF),  Jacob Ferguson, Stanislas Meyerhoff, Kevin Tubbs, Josephine Overaker, Chelsea Gerlach, and a sixth individual, placed two incendiary devices on the exterior of the office of the Childers Meat Company in Eugene, Oregon in the United States.  One incendiary was placed in the southwest corner of the entrance alcove and the second one on the west side between two buildings.  The blasts caused the building to be completely destroyed, with damage estimated at $1,177,000.  There were no casualties in the incident.  On May 27, the perpetrators sent out a communiqu? claiming responsibility for the arson in the name of ""ALF,"" stating that the devices were purposefully placed near a natural gas line, and that ""As long as companies continue to operate and profit off of Mother Earth and Her sentient beings, the Animal Liberation Front will continue to target these operations and their insurance companies until they are all out of business.""  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period."
1999,6,18,United States,California (U.S. State),Sacramento,38.579065,-121.491014,0,,"06/18/1999: Arsonists attacked the B'nai Israel synagogue in downtown Sacramento, California, U.S.A.. This was the first of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported. Propaganda fliers left at the scene of the blast blamed the ""North Atlantic Terrorist Organization"" and ""Jewsmedia"" for the war in Kosovo."
1999,6,18,United States,California (U.S. State),Carmichael,38.617127,-121.328284,0,,"06/18/1999: Unknown arsonists attacked Congregation Beth Shalom synagogue in Carmichael, Sacramento County, California, U.S.A.. This was the second of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported."
1999,6,18,United States,California (U.S. State),Arden-Arcade,38.586157,-121.39274,0,,"06/18/1999: Unknown arsonists attacked Kenesset Israel Torah Center synagogue in Sacramento, California, U.S.A.. This was the last of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported."
1999,7,1,United States,California (U.S. State),Redding,40.587515,-122.392934,2,Happy Valley,"7/1/1999: Mathew Williams and Tyler Williams broke into the home of Gary Matson and Winfield Scott Mowder, an openly gay couple in Redding, California, United States.  The Williams brothers shot and killed Matson and Mowder and stole Matson's credit card and car.  Mathew and Tyler Williams were both affiliated with the Christian Identity movement and shared views that Blacks, Homosexuals, and Jews were subhuman and needed to be eliminated for the survival of the White race."
1999,7,2,United States,Illinois (U.S. State),Chicago,41.88415,-87.632409,0,,"07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot at 15 people leaving a Jewish temple in Chicago, Illinois, U.S.A. Six people were injured in the attack.  Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, went on to injure three and kill two more people in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,7,2,United States,Illinois (U.S. State),Skokie,42.02634,-87.755679,1,,"07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot and killed Ricky Birdson in Skokie, Illinois, U.S.A. Ricky Birdson was an African American man who was walking with his family at the time of the attack.  Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,7,2,United States,Illinois (U.S. State),Northbrook,42.12972,-87.831564,0,,"07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot and injured Fu S. Lin in Northbrook, Illinois, U.S.A. Fu S. Lin was an Asian-American. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,7,2,United States,California (U.S. State),Sacramento,38.579065,-121.491014,0,,"7/2/1999: Benjamin Matthew Williams and James Tyler Williams broke into the Choice Medical Clinic in Sacramento, California, United States and ignited a fire.  There were no casualties but the abortion clinic sustained $100,000 in damages."
1999,7,3,United States,Illinois (U.S. State),Decatur,39.845845,-88.952459,0,,"07/03/1999: Perpetrator, Benjamin Nathaniel Smith, shot and injured an African Minister in Decatur, Illinois, U.S.A. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,7,3,United States,Illinois (U.S. State),Springfield,39.801055,-89.643604,0,,"07/03/1999: Perpetrator, Benjamin Nathaniel Smith, shot and injured an individual in Springfield, Illinois, U.S.A. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,7,4,United States,Indiana (U.S. State),Bloomington,39.16659,-86.534244,2,,"07/04/1999: Perpetrator, Benjamin Nathaniel Smith, shot and killed Won-Joon Yoon, a Korean-American doctoral student who was leaving a Korean Methodist Church in Bloomington, Indiana, U.S.A. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide."
1999,8,0,United States,Pennsylvania (U.S. State),Unknown,41.203322,-77.194525,0,at fur ranch in Pennsylvania,"08/00/1999: In a 100-letter booby trap letter campaign, animal rights group, The Justice Department claimed responsibility for sending out 100 letters rigged with razor blades to fur ranchers across the United States and Canada. In this particular incident, the wife of a Pennsylvania fur rancher in the United States, cut her thumb while opening the threatening letter.  There were no other injuries in the incident, and not all of the letters were ever confirmed, reported or found.  The Justice Department claimed responsibility for the incident in a communiqu?posted to both their website and that of the Animal Liberation Front (ALF). This was one of two large-scale booby-trapped letter campaigns allegedly committed by this group; the second, (in October 1999) was to 80, or potentially more, scientists and researchers in the vivisection industry conducting research on primates at centers across the United States (102599a-k)."
1999,8,0,United States,Oregon (U.S. State),Unknown,43.804133,-120.554201,0,at three fur ranches in Oregon,"08/00/1999: In a 100-letter booby trap letter campaign, animal rights group, The Justice Department claimed responsibility for sending out 100 letters rigged with razor blades to fur ranchers across the United States and Canada. In this particular incident, at least three Oregon ranchers received the letters, though there were no injuries reported among them.  In a related incident as part of this campaign, one woman in Pennsylvania was cut by the razor (80099a).  Not all of the letters were ever confirmed, reported or found.   The Justice Department claimed responsibility for the incident in a communiqu?posted to both their website and that of the Animal Liberation Front (ALF). This was one of two large-scale booby-trapped letter campaigns allegedly committed by this group; the second, (in October 1999) was to 80, or potentially more, scientists and researchers in the vivisection industry conducting research on primates at centers across the United States (102599a-k)."
1999,8,1,United States,New Hampshire (U.S. State),Greenland,43.03643,-70.840499,0,Incendiary thrown at the back of the facility.,"8/1/1999: Unknown perpetrators threw a firebomb at the Feminist Health Center of Pourtsmouth in Greenland, New Hampshire, United States.  There were no casualties, but the abortion clinic and its surroundings sustained around $20,000 in damages."
1999,8,7,United States,Michigan (U.S. State),Escanaba,45.74564,-87.079759,0,"at residence in Escanaba, Michigan","08/07/1999: Members of the Earth Liberation Front (ELF), Frank Ambrose and  Marie Mason, torched two fishing boats owned by James Boydtson, a retired veterinarian and former mink rancher.  One aluminum boat was completely destroyed by the fire, and the second, badly damaged.  Additionally, the slogan ""Fur is murder. ELF,"" was spray painted on his garage door. There were no casualties in the incident and the amount of property damage is unknown.  Ambrose and Mason were indicted and sentenced for an arson committed at Michigan State University on New Year's eve of 1999, and during their trial, admitted to several other ecotage incidents including this case.  Collectively, they were responsible for about a dozen acts of destruction."
1999,8,10,United States,California (U.S. State),Granada Hills,34.278587,-118.502112,0,,"08/10/1999: A gunman armed with a submachine gun opened fire in the lobby of the North Valley Jewish Community Center in Granada Hills, California, U.S.A., injuring five people. Buford O'Neal Furrow Jr. surrendered to authorities in Las Vegas, Nevada and reportedly told police authorities that he intended the attack as ""a wake-up call to America to kill Jews."""
1999,8,11,United States,Wisconsin (U.S. State),Plymouth,43.71783,-88.116807,0,Near Plymouth,"08/11/1999: The Animal Liberation Front (ALF) claimed responsibility for setting a fire that destroyed United Feeds, a Sheboygan County mink feed mill near Plymouth, Wisconsin, U.S.A.. The perpetrators also released 2,000 mink at a nearby mink farm in a related attack."
1999,8,21,United States,Massachusetts (U.S. State),Northborough,42.310129,-71.655451,0,,"08/21/1999: Eight animal activists, some dressed in military fatigues and wearing black bandannas over their faces, confronted a man they believed was an animal researcher and yelled, ""Animals live and he's going to die."" This attack occurred at the man's home in Northboro, Massachusetts, U.S.A . Police said the suspects damaged the man's mailbox and threw a rock through the car window of someone who was visiting him. No one was injured."
1999,8,31,United States,Florida (U.S. State),Tallahassee,30.439775,-84.280649,0,,"08/31/1999: Shortly before 1:00 pm local time, a bomb exploded in the first floor men's room of Lee Hall at Florida Agricultural and Mechanical (A & M) University in Tallahassee, Florida, U.S.A.. The explosion was very minor an caused little damage, but authorities suspected that the device malfunctioned and was potentially capable of causing significant damage. An unidentified caller phoned a news station with a racially charged tirade and claimed responsibility for the attack."
1999,9,23,United States,Florida (U.S. State),Tallahassee,30.439775,-84.280649,0,,"09/23/1999: Shortly before 12:00 pm local time, a bomb exploded on the second floor of Perry-Paige Hall at Florida Agricultural and Mechanical (A & M) University in Tallahassee, Florida, U.S.A.. The explosion damaged a bathroom and several light fixtures, but caused no casualties. An unidentified caller phoned a news station with a racially charged tirade and claimed responsibility for the attack."
1999,10,8,United States,South Dakota (U.S. State),Rapid City,44.081165,-103.230889,0,Roof of building,"10/8/1999: Unknown perpetrators placed an incendiary device on the roof of the Planned Parenthood clinic in Rapid City, South Dakota, United States.  The device was poorly constructed and failed to ignite."
1999,10,22,United States,Rhode Island (U.S. State),Warwick,41.698591,-71.461686,0,"at the Harris Furs store at 621 Bald Hill Rd., in Warwick, RI","10/22/1999: The Animal Liberation Front (ALF) claimed responsibility for torching four company vans at the William Harris Furs store in Warwick, Rhode Island in the United States.  Additionally, the group spray painted their initials and the slogan, ""Stop selling furs"" on the side of the building.  There were no casualties in the incident.  The fire completely destroyed one of the vans, and also damaged three others.  The total cost of damages is unknown."
1999,10,25,United States,Texas (U.S. State),San Antonio,29.42449,-98.494624,0,"at the Southwest Foundation for Biomedical Research in San Antonio, TX","10/25/1999: Researcher Sarah Williams-Blangero, received a bobby-trapped letter suspectedly lined with a razor blade, at her office at the Southwest Foundation for Biomedical Research in San Antonio, Texas in the United States. There were no injuries in the incident.  This letter was part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,25,United States,Louisiana (U.S. State),Covington,30.479685,-90.095304,0,at the Tulane Regional Primate Research Center at Tulane University in Louisiana,"10/25/1999: Four researchers at the Tulane Regional Primate Research Center at Tulane University in Covington, Louisiana in the United States, received booby-trapped letters containing razor blades.  The Director of the Center, Peter Gerone, was among those who received a letter; it was opened by his secretary, but there were no injuries as she used an envelope opener. These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF). In all, the communiqu?listed eleven Tulane researchers as targets.  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,25,United States,California (U.S. State),Davis,38.546644,-121.744807,0,at the University of California-Davis,"10/25/1999: Three researchers at the University of California-Davis in Davis, California in the United States, received booby-trapped letters containing razor blades.   There were no injuries in the incidents. These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF). Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,25,United States,Minnesota (U.S. State),Minneapolis,44.979035,-93.264929,0,"at the University of Minnesota in Minneapolis, MN","10/25/1999: An unknown number of researchers at the University of Minnesota in Minneapolis, Minnesota in the United States, received booby-trapped letters containing razor blades, as part of  an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF). Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,25,United States,Oregon (U.S. State),Portland,45.511795,-122.675629,0,"at the Oregon Health Sciences University in Portland, OR","10/25/1999: Four researchers at the Oregon Health Sciences University in Portland, Oregon in the United States, received booby-trapped letters containing razor blades.  One of those researchers was Dr. Don P. Wolf, a senior scientist, who turned the letter over to authorities. There were no injuries in the incidents. These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF). Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,25,United States,Michigan (U.S. State),Ann Arbor,42.281875,-83.748479,0,"at the University of Michigan in Ann Arbor, MI","10/25/1999: An unknown number of researchers at the University of Michigan in Ann Arbor, Michigan in the United States, received booby-trapped letters containing razor blades, as part of  an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF). Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,26,United States,Massachusetts (U.S. State),Cambridge,42.36679,-71.106019,0,"at Harvard University in Cambridge, MA","10/26/1999: Six scientists at Harvard University in Cambridge, Massachusetts  in the United States, received booby-trapped letters in envelopes lined with razor blades.  Only one letter was opened, but there were no injuries in the incident.  These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communique claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  In all, the communique listed twelve Harvard researchers as targets.  Five of the targets that did receive the letters worked at the Harvard-owned New England Regional Primate Research Center in Southboro, Massachusetts.  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,26,United States,Alabama (U.S. State),Birmingham,33.520295,-86.811504,0,at the University of Alabama at Birmingham,"10/26/1999: Two primate researchers, Patricia Fultz and Jiri Mestecky, working at the University of Alabama at Birmingham in the United States, received booby-trapped letters containing razor blades, at their campus offices.  There were no injuries in the incident.  The letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,10,27,United States,Georgia (U.S. State),Atlanta,33.748315,-84.391109,0,at the Yerkes Regional Primate Research Center housed at the Woodruff Health Sciences Center at Emory University,"10/27/1999: Six booby-trapped letters laced with razor blades ( similar to those sent to Harvard University researchers)were intercepted at the Yerkes Regional Primate Research Center housed at the Woodruff Health Sciences Center at Emory University in Atlanta, Georgia in the United States. There were no injuries in the incident.  These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and sent out on October 25."
1999,10,27,United States,Wisconsin (U.S. State),Madison,43.07295,-89.386694,0,at the Wisconsin National Primate Research Center at the University of Wisconsin-Madison,"10/27/1999: Four researchers, working with primates at the Wisconsin National Primate Research Center, at the University of Wisconsin in Madison, Wisconsin in the United States, received booby-trapped letters in envelopes containing razor blades.  There were no injuries in the incident.  These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  The communiqu?listed eight researchers from the University of Wisconsin, but only four letters had been found.  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and were allegedly sent out on October 25."
1999,10,27,United States,Washington (U.S. State),Seattle,47.60356,-122.329439,0,"at the University of Washington in Seattle, WA","10/27/1999: Six University of Washington (UW) scientists in Seattle, Washington in the United States, received booby-trapped letters in envelopes containing razor blades.  One was received by a pharmacy professor. These letters were part of an 80-letter razor-blade campaign, claimed by the animal rights group, The Justice Department.  The group targeted scientists, many specifically from Regional Primate Centers across America, who were conducting AIDS and cancer-related research on non-human primates, and the group was against the use of primates for laboratory tests.  A communiqu?claiming the incident was posted on both The Justice Department's  website as well as that of the Animal Liberation Front (ALF).  In all, the communiqu?listed seventeen UW researchers as targets.  Not all of the letters, which also contained diagrams of simple homemade bombs and threats demanding the researchers release the animals and leave the vivisection industry, were confirmed or reported by researchers.  The letters were postmarked from Las Vegas, Nevada and allegedly sent out on October 25."
1999,11,1,United States,Washington (U.S. State),Seattle,47.60356,-122.329439,0,"at Gap clothing store in Seattle, WA","11/01/1999: Three incendiary devices were thrown through the window of a Gap clothing store in Seattle, Washington in the United States. An encircled ""A"" was spray painted around the store building, a symbol which was used by the Animal Liberation Front (ALF).  The FBI suspected that ALF was responsible.  There were no casualties in the incident, and the damage was minimal.  Literature found at the scene expressed opposition to Gap and the World Trade Organization, which was scheduled to have a meeting in Seattle that month."
1999,12,20,United States,California (U.S. State),Santa Rosa,38.437731,-122.712427,0,"at Fulton Processors Inc., a chicken processing plant in Fulton, CA","12/20/1999: The Animal Liberation Front (ALF) claimed responsibility for an attempted arson at the Fulton Processors, Inc., a chicken processing plant in Fulton, a town outside of Santa, Rosa, California in the United States.  In the facility, authorities found four devices made with broken light bulbs attached to batteries and plastic bottles filled with flammable liquid, though the incendiaries failed to go off.  Additionally, the perpetrators placed paper covered in flammable liquid around the slaughterhouse floor and lined the walls of the wood-framed structure with cardboard. The attempt failed because the lit fuse blew out before it reached the pack of matches, and the light bulbs failed to get hot enough to ignite the newspaper.  There were no casualties in the incident, nor damage.  Though ALF claimed responsibility, but investigators were unable to confirm this claim."
1999,12,25,United States,Oregon (U.S. State),Monmouth,44.84856,-123.236254,0,at Boise Cascade wood products company at 450 N. Pacific Highway,"05/09/1999: Four members of the Earth and Animal Liberations Fronts (ELF and ALF),  Jacob Ferguson, Stanislas Meyerhoff, Josephine Overaker, and Chelsea Gerlach, caused arson to the Boise Cascade wood products company in Monmouth, Oregon in the Unites States.  The group placed two time-delayed electric incendiary devices on the building's exterior, at opposite corners of the building.  The blasts caused the building to be completely destroyed, with damage estimated at $1,689,593.  There were no casualties in the incident.  The perpetrators sent out a communiqu? attributing the incident to ELF, and stating that Boise Cascade ravaged forests in the Pacific Northwest and the incident should be a warning ""to all greedy multinational corporations who don't respect their ecosystems."" The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period."
1999,12,30,United States,Oregon (U.S. State),Bend,43.832571,-121.257501,0,"at the Bonneville Power Administration power line tower located about 37 miles southeast of Bend, OR","12/30/1999: Four members of the Earth and Animal Liberation Fronts (ELF and ALF), Jacob Ferguson, Stanislas Meyerhoff, Josephine Overaker, and Chelsea Gerlach, toppled an 80-foot power line tower, owned by the Bonneville Power Administration, about 37 miles southeast of Bend, Oregon, in the United States.  The tower was toppled when the perpetrators dismantled support cables and unscrewed bolts that held the tower in place. Though no electricity was lost or interrupted because the current was automatically switched to an alternate power transmission line, the incident caused $126,000 in loss to the company in equipment and services to restore the power line. The perpetrators did not claim the incident. There were no casualties, but the incident caused a small brush fire, which was quickly extinguished. The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period."
1999,12,31,United States,Michigan (U.S. State),East Lansing,42.7375,-84.483779,0,,"12/31/1999: The Earth Liberation Front claimed an arson attack at the agriculture building at Michigan State University located in East Lansing, Michigan, U.S.A.  ELF claimed it set the fire specifically to stop the work of those who study genetically modified food."
2000,1,1,United States,Michigan (U.S. State),Mesick,44.405705,-85.714454,0,"at Michigan 115 Highway near Mesick, MI","01/1/2000: Four members of the Earth Liberation Front (ELF) torched commercial logging equipment, including a flat-bed trailer and a large logging tractor, on the side of Michigan Highway 115, near Mesick, Michigan in the Unites States, causing over $18,000 in damage.  There were no casualties in the incident, which was committed to sabotage lumbering activity.  The four perpetrators, Marie Jeanette Mason, Frank Brian Ambrose, Aren Bernard Burthwick, and Stephanie Lynne Fultz, were also indicted for the New Year's Eve Michigan State University arson in 1999 (199912310003)."
